order_id,customer_id,order_date,status,total_amount,payment_method,shipping_address
76,567,2025-03-04 09:31:11.435742,cancelled,2867.98,paypal,"16409 Adriana Cliff, Kellerport, MD 83305"
77,292,2025-07-07 11:25:36.994438,pending,1580.28,credit_card,"87394 Small Falls Suite 212, Lake Ericbury, MA 73467"
78,485,2025-03-14 08:57:15.358785,delivered,6622.83,bank_transfer,"128 Jackson Route, West Megan, CA 33889"
79,920,2025-01-01 04:01:55.656949,shipped,1240.4,bank_transfer,"Unit 8593 Box 9569, DPO AE 21137"
80,82,2025-07-19 02:07:14.971714,shipped,2279.57,paypal,"743 Simmons Mount, Arthurport, CA 69736"
81,986,2025-07-11 05:54:17.976758,shipped,4301.57,paypal,"569 Hayes Flat, East Tracybury, VI 68059"
82,813,2025-09-14 05:06:15.408225,cancelled,703.12,paypal,"164 Rodriguez Groves Suite 798, North Anthony, DE 46503"
83,260,2024-11-27 17:54:05.855695,delivered,664.17,bank_transfer,"430 Jacqueline Trafficway Apt. 438, East Mark, AR 64283"
84,924,2024-12-31 16:24:54.873758,delivered,2137.11,bank_transfer,"8807 Morgan Glens Suite 402, North Victoria, LA 27751"
85,228,2025-10-12 11:29:40.327219,delivered,736.9,bank_transfer,"423 Gibson Forest Apt. 231, Sandrafurt, TX 54338"
86,745,2025-07-16 09:40:41.780599,cancelled,689.78,bank_transfer,"47513 Ross Common Apt. 276, New Christopher, NE 24922"
87,485,2025-06-08 21:46:50.169408,pending,1729.59,paypal,"41604 Scott Center, North Timothyfurt, KS 28085"
88,503,2024-12-06 22:58:58.749028,processing,3967.05,paypal,"PSC 2618, Box 8450, APO AE 18338"
89,24,2025-06-26 19:46:23.486273,delivered,2563.98,bank_transfer,"93965 Mccoy Glens Suite 911, Leeport, NM 43290"
90,241,2024-12-14 09:04:43.591762,shipped,1338.92,paypal,"506 Melissa Hollow, South Tracy, WY 63461"
91,421,2025-06-11 09:09:19.581264,delivered,7839.56,paypal,"43048 Bradshaw Spur, Barnesport, FM 56472"
92,737,2025-08-11 18:41:26.064882,pending,6883.58,credit_card,"654 Graves Mews, Davistown, OK 69025"
93,730,2025-02-09 19:09:44.383544,shipped,1588.05,bank_transfer,"622 Reginald Garden Apt. 594, Jesseborough, GU 95367"
94,392,2024-11-15 20:48:25.077294,shipped,3682.21,paypal,"49117 Crystal Pine, Carolynside, WI 35494"
95,34,2025-10-28 09:55:58.352177,processing,380.72,paypal,"62616 Cynthia Shores Apt. 548, Lake Autumnside, RI 82995"
96,888,2025-05-13 11:54:59.802254,pending,3893.44,paypal,"1969 Danielle Mount Apt. 287, East Joshuachester, MT 27325"
97,232,2025-10-23 01:15:09.097600,cancelled,2503.98,bank_transfer,"905 Anthony Summit, North Teresa, MP 64857"
98,702,2024-12-28 05:00:50.637005,shipped,1399.27,bank_transfer,"3133 Cathy Mall, New Jimmyside, MO 87962"
99,230,2025-07-31 15:28:58.683667,pending,5914.05,bank_transfer,"92347 Gail Villages, South Troyborough, SC 05851"
100,474,2025-02-07 00:07:20.568305,processing,3440.63,credit_card,"634 Wanda Pines Suite 719, Mcbridehaven, NY 12219"
101,981,2025-03-12 07:21:50.127783,delivered,6.76,credit_card,"USCGC Monroe, FPO AP 67698"
102,17,2025-04-11 10:39:29.148747,pending,1968.37,paypal,"107 Kelli River, New Thomasshire, IL 23712"
103,11,2025-04-01 02:47:05.629609,pending,4678.35,bank_transfer,"37225 Jeremy Locks Apt. 419, Alvaradofurt, AZ 57068"
104,401,2025-04-07 21:39:20.565802,delivered,1245.94,credit_card,"3119 Swanson Knolls Suite 276, Garciaberg, IN 50568"
105,865,2025-07-26 00:57:48.467061,cancelled,4572.94,credit_card,"8377 Villarreal Burg Apt. 163, West Davidville, MN 15949"
106,971,2025-07-02 12:31:09.451031,processing,1016.99,credit_card,"0228 Hannah Estates, Lake Kaylatown, OK 52105"
107,790,2025-08-10 16:09:09.326549,shipped,2535.23,credit_card,"0931 Anthony Overpass Apt. 866, East Normashire, AK 01438"
108,881,2025-11-04 09:00:49.157112,cancelled,5760.31,paypal,"545 Villanueva Ridge Apt. 569, North Scottburgh, OH 90941"
109,976,2024-12-28 04:59:00.556566,processing,2947.72,credit_card,"92002 Wilson Plaza, Martinside, IN 51408"
110,891,2025-05-06 03:21:02.258418,delivered,218.07,bank_transfer,"2828 Isabel Prairie, Lake Brian, AL 07862"
111,31,2025-01-12 18:47:09.290752,shipped,2931.18,credit_card,"PSC 7616, Box 9938, APO AA 13582"
112,786,2025-10-21 07:58:36.232353,delivered,2969.86,paypal,"890 Phillips Cove, Michaelborough, MH 90798"
113,628,2025-10-28 14:11:45.606478,delivered,1956.49,credit_card,"9643 Rebekah Ville Suite 497, Ericborough, MO 53884"
114,385,2025-08-25 04:01:55.346121,shipped,6851.97,credit_card,"637 Levy Mountains Suite 328, East John, NV 16390"
115,887,2025-02-09 10:39:29.030326,cancelled,1336.93,paypal,"PSC 9728, Box 7533, APO AA 09463"
116,962,2025-11-07 07:27:56.427095,shipped,3803.34,bank_transfer,"344 Keith Rapids, Alexanderfurt, LA 52492"
117,906,2025-02-21 17:39:10.292432,shipped,1382.2,paypal,"653 Billy River, Juanberg, PR 92059"
118,897,2025-03-20 14:22:07.324983,cancelled,2339.98,bank_transfer,"655 David Harbors, Ashleytown, NM 04219"
119,376,2025-08-12 20:24:44.061767,pending,5301.39,credit_card,"5772 Green Valleys Apt. 288, East Jacobton, DE 68338"
120,446,2024-12-02 17:49:54.120682,shipped,512.04,paypal,"PSC 0583, Box 4099, APO AE 92099"
121,489,2025-06-27 11:29:12.882452,processing,836.27,bank_transfer,"0893 Park Shore, West Amber, WY 70658"
122,961,2025-08-03 08:23:33.607706,delivered,6033.01,credit_card,"PSC 1152, Box 1212, APO AP 94923"
123,388,2025-10-03 11:15:30.551034,shipped,3910.89,paypal,"31588 Alice Ridges, Josephfurt, MT 52398"
124,113,2024-12-29 02:44:58.503018,processing,102.83,bank_transfer,"5937 Nancy Mall, Mooreborough, AZ 01467"
125,630,2025-05-19 14:53:01.691499,pending,5947.2,credit_card,"52450 Terri Spring Suite 780, Rayton, TN 20091"
126,662,2025-05-26 21:00:25.649235,cancelled,6779.1,paypal,"46563 Nguyen Cliff Apt. 822, West Jonathanview, NM 51321"
127,106,2025-03-27 03:27:42.799465,shipped,5865.41,paypal,"59507 Elaine Garden Apt. 290, Kelleyfort, AR 93896"
128,493,2024-12-09 19:50:15.719747,processing,5842.51,paypal,"44757 Dennis Forest Apt. 434, Mistychester, KY 52190"
129,207,2025-11-09 17:03:10.049851,processing,2820.54,paypal,"7925 Mcclain Walks, East Randyshire, CO 39405"
130,51,2025-08-01 09:40:24.815646,processing,660.17,bank_transfer,"08714 James Common Suite 463, Mirandafort, UT 66949"
131,849,2025-03-17 16:23:58.944347,shipped,4482.59,paypal,"42540 Alexandra Estate, New Jasmine, PR 47464"
132,363,2025-02-08 15:47:18.081393,pending,2166.64,paypal,"96710 Hodges Expressway Suite 933, Dawnburgh, MN 80430"
133,500,2025-01-28 02:20:46.099121,processing,3119.71,bank_transfer,"9404 Monica Square Apt. 980, West Kristen, TX 90002"
134,567,2025-03-30 00:28:43.395783,pending,390.53,paypal,"0065 Hanna Crescent, Jessicaborough, DE 42354"
135,683,2025-08-05 19:17:35.675036,shipped,2875.96,credit_card,"077 Barnes Ramp, New Adriantown, OR 52488"
136,225,2024-12-30 12:39:06.728055,cancelled,1594.61,paypal,"1404 Michael Flats, North Tinahaven, CT 80637"
137,408,2025-03-11 15:00:30.888754,delivered,3499.49,bank_transfer,"USNV York, FPO AP 05540"
138,139,2025-06-20 22:07:13.063785,pending,2863.66,bank_transfer,"3539 Gonzales Terrace Apt. 935, New Tammy, HI 94831"
139,151,2025-03-01 16:41:08.581554,delivered,212.82,paypal,"PSC 5787, Box 4587, APO AP 21691"
140,979,2024-11-26 12:35:46.444945,shipped,4493.84,bank_transfer,"412 Katherine Terrace Suite 451, Susanmouth, AZ 10975"
141,265,2025-02-11 19:24:54.100970,processing,2124.41,paypal,"8648 Conner Knolls, Mitchellburgh, WI 59670"
142,976,2025-05-30 10:01:09.913570,shipped,908.6,paypal,"650 Schmidt Loaf Apt. 882, Walkerville, MH 67391"
143,837,2025-05-01 05:43:10.494197,pending,1281.81,credit_card,"4286 David Meadows, New Johnview, SC 80181"
144,749,2025-06-30 09:21:11.937937,shipped,2708.81,bank_transfer,"42281 Benson Flats, North Leslie, MD 60793"
145,215,2025-03-13 11:59:43.536568,delivered,3257.53,paypal,"Unit 4308 Box 6672, DPO AP 54195"
146,16,2025-09-12 23:53:37.064144,shipped,5859.89,credit_card,"40686 Sean Gateway Apt. 227, South Scott, MP 72492"
147,26,2025-10-03 16:03:55.810861,pending,3603.76,bank_transfer,"399 John Inlet Apt. 969, West Anthony, DC 38403"
148,460,2024-12-26 14:51:13.093795,delivered,3023.16,paypal,"761 Joseph Hills, Brittanytown, IL 36422"
149,562,2025-10-18 05:54:31.175535,shipped,4739.02,credit_card,"110 Turner Port Apt. 600, Anneshire, OK 39616"
150,723,2024-12-04 22:43:08.968450,processing,4407.11,credit_card,"57800 David Prairie, Shaneton, NE 57830"
151,553,2024-12-21 12:41:11.866062,shipped,6670.38,credit_card,"9308 Michelle Cove, East Mary, AZ 93092"
152,155,2025-09-08 04:06:34.020978,cancelled,2423.07,paypal,"455 Frank Motorway, Courtneyborough, PA 04624"
153,626,2025-04-08 02:03:17.085447,shipped,3041.94,paypal,"483 James Trace, Johnbury, ID 47416"
154,121,2025-07-14 09:00:25.237700,pending,3323.67,paypal,"71989 Barbara Valley Apt. 495, Dustinfurt, UT 71281"
155,194,2025-08-27 00:34:15.479444,pending,5691.85,paypal,"877 Valentine Mountain, West Katherine, RI 61714"
156,152,2025-03-30 23:46:08.418000,cancelled,7752.39,credit_card,"51994 King Mill Suite 337, Lauraport, TN 42212"
157,126,2025-05-23 15:55:27.524589,processing,1538.31,bank_transfer,"3739 Lyons Skyway, East Jessica, NH 68853"
158,129,2025-01-07 08:08:01.817487,pending,3521.77,bank_transfer,"161 Jennifer Park Apt. 752, North Christina, MT 29130"
159,129,2025-06-18 21:32:01.722620,processing,4635.25,paypal,"4945 Parsons Pine Suite 757, Johnsonmouth, GU 72934"
160,851,2024-12-30 04:36:22.768075,shipped,2137.01,bank_transfer,"630 Allen Ranch, Latoyaport, ND 14207"
161,197,2025-01-16 13:44:51.697452,processing,864.25,credit_card,"562 Mack Point Apt. 127, Stephenshire, KY 75396"
162,882,2025-03-27 09:24:44.861062,delivered,3433.49,credit_card,"402 Phillips Unions, Moorefurt, PR 45442"
163,726,2025-09-04 04:48:47.262673,shipped,3185.03,paypal,"294 Ballard Inlet Suite 433, Cainville, SD 62550"
164,946,2025-05-27 07:07:19.181363,cancelled,1434.59,credit_card,"7443 Harrell Junctions Apt. 257, New Summerhaven, DE 20366"
165,172,2025-05-29 05:12:31.527684,cancelled,3397.14,paypal,"340 Carter Run, Sotohaven, MO 07964"
166,611,2024-12-07 16:02:17.186475,delivered,3723.45,credit_card,"USCGC Mcconnell, FPO AE 13688"
167,471,2025-04-13 01:41:59.243488,shipped,2363.96,bank_transfer,"14559 Gill Lock, Veronicaton, TN 89109"
168,803,2025-01-05 05:35:49.990839,pending,2207.58,credit_card,"USNV Meyer, FPO AP 09094"
169,378,2025-03-03 08:05:40.678794,pending,2691.18,credit_card,"493 Ramos Squares, Kelliview, AL 43950"
170,153,2024-11-16 11:08:28.931107,cancelled,3594.76,credit_card,"908 Evans Ville Apt. 321, South Matthewberg, SD 29375"
171,486,2024-12-26 15:39:17.367499,pending,577.1,bank_transfer,"87589 Hays Prairie, New Abigailstad, CT 77698"
172,848,2025-06-17 21:15:32.402919,processing,3433.06,credit_card,"6592 Perkins Heights Suite 660, Scottside, FM 02672"
173,207,2025-01-17 22:22:33.041216,pending,2991.58,bank_transfer,"1321 Moore Extension Apt. 111, Omarmouth, VI 35726"
174,89,2025-06-16 23:52:50.681651,pending,3606.08,paypal,"9838 Sutton Branch, West Katrina, NC 85363"
175,78,2025-07-02 04:15:26.368944,processing,4076.31,bank_transfer,"8353 Gallegos Point Suite 549, Rhondaport, NY 53391"
176,883,2025-05-11 04:02:42.769832,shipped,515.11,bank_transfer,"PSC 2729, Box 0263, APO AE 78519"
177,937,2025-08-05 04:37:56.964828,cancelled,3243.94,paypal,"6251 Sarah Extensions, West Andrewhaven, AK 75103"
178,197,2025-09-11 06:42:23.712449,cancelled,2750.21,credit_card,"46155 Foster Station, Port Willieport, ME 11938"
179,997,2025-06-04 04:57:21.370251,shipped,2861.99,bank_transfer,"425 Ali Manors Suite 811, Smithview, IN 89956"
180,650,2025-03-15 01:46:54.832816,processing,5508.98,credit_card,"58985 Rose Terrace, Clintonmouth, VA 65927"
181,554,2025-02-18 22:27:41.403477,delivered,2819.01,paypal,"721 Megan Mountains, Port Robertland, TX 85742"
182,972,2025-07-06 20:47:26.191087,pending,4444.49,paypal,"331 Scott Mission, South Russell, MH 52694"
183,143,2025-03-05 00:07:30.290937,processing,3558.61,paypal,"5380 Joseph Rue Apt. 154, Franklinville, OK 83442"
184,909,2025-07-01 04:03:08.008428,pending,7679.28,bank_transfer,"8215 Oneill Harbor Suite 362, Stoneberg, DE 21342"
185,437,2025-05-22 23:22:03.192506,shipped,4061.78,credit_card,"2596 Elizabeth Station Suite 587, Lake Corey, WV 16461"
186,58,2025-11-11 00:38:53.987195,cancelled,2854.17,credit_card,"0453 Kelly Turnpike, Spencerfort, MP 46212"
187,458,2025-04-17 20:28:33.256012,cancelled,892.98,paypal,"100 Amanda Square, North Richardborough, AL 07632"
188,662,2024-12-19 19:21:32.942824,shipped,1032.86,credit_card,"9912 King Skyway Apt. 734, Holtville, TX 21918"
189,447,2025-10-18 14:57:38.374120,cancelled,4490.38,credit_card,"USS Duffy, FPO AP 06912"
190,550,2024-12-06 02:23:18.264813,shipped,3432.75,credit_card,"2642 Woods Spurs, Lake Christophertown, CT 12718"
191,726,2025-05-25 01:51:40.739031,pending,1740.47,bank_transfer,"0775 Matthew Court Apt. 146, South Loriberg, CT 05843"
192,266,2024-12-20 09:51:19.757586,pending,3334.93,bank_transfer,"2193 Davis Bypass, North Morganshire, ME 52774"
193,109,2025-07-29 20:58:03.796609,delivered,4222.53,credit_card,"90446 Richard Circle, West Jamesbury, AL 27660"
194,83,2025-07-25 04:25:41.371362,processing,4606.63,bank_transfer,"32927 Dominique Ways, Johnstonport, KY 48479"
195,777,2025-07-05 23:38:17.155556,delivered,560.74,credit_card,"Unit 1670 Box 0787, DPO AE 45191"
196,11,2025-04-28 07:13:27.289943,shipped,8777.26,credit_card,"48273 Hayden Dam, Amandaland, MT 52377"
197,678,2025-04-29 16:11:17.490902,pending,2788.35,credit_card,"730 Dennis Dam Apt. 477, Peterberg, OH 50810"
198,501,2025-08-03 03:54:36.699219,delivered,2081.61,bank_transfer,"2848 Casey Stravenue, Gregoryfort, NE 10229"
199,536,2025-10-29 03:34:00.284893,pending,4976.22,bank_transfer,"214 Cassandra Villages, Port Adrienne, MI 87217"
200,137,2025-11-05 07:37:14.647882,cancelled,774.72,paypal,"16825 Ferguson Avenue Apt. 717, Marcstad, NC 91218"
201,426,2024-12-02 15:24:24.546812,cancelled,926.26,bank_transfer,"2272 Joseph Island, East Adam, WY 94012"
202,875,2025-07-15 13:27:18.281898,shipped,5018.38,bank_transfer,"82721 Denise Pines Apt. 345, New Daniel, MH 57884"
203,165,2025-02-24 14:58:48.349025,processing,2280.03,paypal,"368 Max Island, Michaelside, WI 90203"
204,85,2025-02-15 05:07:39.489352,processing,855.99,credit_card,"466 Walton Isle Suite 025, Marshallshire, OK 16601"
205,465,2025-02-10 07:52:11.648878,delivered,4485.64,paypal,"PSC 8141, Box 4436, APO AP 55199"
206,499,2025-05-09 15:17:02.624326,delivered,971.2,bank_transfer,"957 Evans Tunnel, Port Nicole, AL 50392"
207,853,2024-12-29 05:41:32.156813,cancelled,4611.83,credit_card,"545 Angel Motorway, Lake Kennethfurt, DE 83802"
208,278,2025-04-07 01:05:34.274760,pending,1437.24,paypal,"892 Frederick Keys Apt. 657, East Ashley, PA 29260"
209,164,2025-05-03 11:56:48.407812,delivered,65.94,bank_transfer,"78948 Torres Knoll, New Scottfort, ND 13134"
210,367,2025-06-16 23:24:11.508328,processing,5969.95,credit_card,"PSC 4899, Box 9252, APO AE 15891"
211,601,2025-06-22 16:40:29.062382,processing,491.51,paypal,"Unit 0050 Box 0443, DPO AP 02805"
212,791,2025-01-01 19:45:58.300600,pending,5900.51,bank_transfer,"Unit 7818 Box 9200, DPO AA 28288"
213,126,2025-08-06 21:09:18.452329,cancelled,4083.06,paypal,"9819 Butler Garden Apt. 316, Aaronfurt, ME 72442"
214,857,2025-03-15 08:41:36.677008,cancelled,3809.87,credit_card,"4046 Herman Glens Suite 391, Kennethfurt, MP 70401"
215,146,2025-07-06 04:27:51.897246,processing,4690.6,credit_card,"3807 Robinson Lodge Apt. 342, Wallerberg, GU 10515"
216,104,2025-04-15 03:29:58.394952,processing,1077.94,credit_card,"7711 Michelle Neck, Andrewside, NE 40361"
217,321,2025-10-21 08:56:52.407770,cancelled,1437.87,paypal,"PSC 3002, Box 7391, APO AE 43812"
218,247,2025-11-01 12:55:20.116900,delivered,4713.95,paypal,"346 Pam Mall, East Christophershire, NY 87669"
219,463,2025-02-10 15:25:44.468720,cancelled,4338.98,credit_card,"723 Benjamin Cape, Stokesburgh, MA 32701"
220,377,2025-09-08 06:52:21.312098,pending,4275.67,credit_card,"54460 Hannah Curve Suite 463, Turnerberg, VI 77548"
221,870,2024-12-17 23:36:53.223698,pending,927.47,bank_transfer,"9179 Brianna Circle Apt. 495, Wilsonton, CA 44380"
222,86,2025-01-11 14:41:24.260401,delivered,391.66,credit_card,"PSC 0748, Box 8534, APO AE 86081"
223,527,2025-04-05 22:44:01.821075,pending,2008.38,bank_transfer,"USNS Moore, FPO AA 40862"
224,958,2025-09-24 04:57:19.698329,shipped,660.46,credit_card,"043 Leonard Common, Port Dominic, WA 26200"
225,776,2025-04-12 06:50:59.042916,delivered,2693.21,paypal,"600 Mcgee Pike Apt. 227, New Taraberg, TX 59441"
226,315,2025-09-08 02:44:51.940718,processing,5550.47,credit_card,"83353 Davis Orchard Apt. 952, Lake Tonyabury, WY 94264"
227,579,2025-06-30 04:15:08.814394,delivered,822.3,paypal,"007 Diane Glens, Lake Jenniferchester, VT 18317"
228,848,2025-09-17 22:31:20.945179,processing,443.88,paypal,"90792 Chase Place Suite 009, West Jeffery, ID 01593"
